District code,District name,State name,Population,Male,Female,Literate,Households_with_Internet,Housholds_with_Electric_Lighting,Latitude,Longitude,Sex Ratio,Literacy Rate
354,Dhanbad,JHARKHAND,2684487,1405956,1278531,1722204,11568,427173,23.854509090909097,86.40372924901185,909.3677184776764,64.15393332133849
362,Dumka,JHARKHAND,1321442,668514,652928,672409,1193,62110,24.275006125574265,87.27662450229711,976.6856041907873,50.88448830898366
346,Garhwa,JHARKHAND,1322784,683575,639209,653476,565,29373,24.082114689265527,83.68664265536722,935.097099806166,49.4015651837337
349,Giridih,JHARKHAND,2445474,1258098,1187376,1253475,1944,125431,24.30578509874329,86.08710915619386,943.7865730650553,51.256934238515726
351,Godda,JHARKHAND,1313551,677927,635624,604519,874,43230,24.8189,87.2941735483871,937.5994760497812,46.02173802159185
366,Gumla,JHARKHAND,1025213,514390,510823,559720,831,31687,23.078532948929148,84.55056787479396,993.0655728144015,54.5954840603855
363,Jamtara,JHARKHAND,791042,404830,386212,426312,808,49419,23.97873318077801,86.95325080091534,954.01032532174,53.89246083014555
359,Latehar,JHARKHAND,726978,369666,357312,350682,340,38194,23.72511185840708,84.48298743362837,966.5806430669847,48.23832358063105
356,Lohardaga,JHARKHAND,461790,232629,229161,259707,351,28769,23.488796043165483,84.6605169064748,985.0921424242034,56.239199636198265
353,Pakur,JHARKHAND,900422,452661,447761,352881,328,31414,24.57260428082189,87.69691969178076,989.1751222217068,39.19062395188034
358,Palamu,JHARKHAND,1939869,1006302,933567,1024563,2155,68238,24.196925968109337,84.20310842824594,927.720505375126,52.81609222066026
364,Ranchi,JHARKHAND,2914253,1494937,1419316,1911433,22538,350908,23.184235061391547,85.31781937244203,949.4152596397039,65.58912352496506
352,Sahibganj,JHARKHAND,1150567,589391,561176,483263,591,34879,24.93667989690721,87.68264097938142,952.1285530318582,42.00216067382429
367,Simdega,JHARKHAND,599578,300309,299269,343483,423,16865,22.608760391198054,84.59193691931536,996.5369003259975,57.28745884605506
556,Bagalkot,KARNATAKA,1889752,950111,939641,1113412,3745,301389,16.15860676328503,75.64526070853468,988.9802349409701,58.9184189248113
583,Bangalore Rural,KARNATAKA,990923,509172,481751,688749,3729,214253,12.936827087794448,77.47369314775169,946.1458996174181,69.50580418458347
555,Belgaum,KARNATAKA,4779661,2423063,2356598,3052032,17560,808827,16.16107219152853,74.72329042357275,972.5698423854435,63.85457043920061
565,Bellary,KARNATAKA,2452595,1236954,1215641,1421621,9626,440374,15.074377548209377,76.47228471074374,982.7697715517311,57.96395246667305
558,Bidar,KARNATAKA,1703300,870665,832635,1042673,3971,271439,17.950361730769224,77.19459961538459,956.320743339861,61.21487700346386
417,Bijapur,CHHATTISGARH,255230,128663,126567,86919,117,12516,16.84015316666667,75.95909166666665,983.7093803191283,34.05516592877013
557,Bijapur,KARNATAKA,2177331,1111022,1066309,1248268,4987,326594,16.84015316666667,75.95909166666665,959.755072356803,57.330190035414915
570,Chikmagalur,KARNATAKA,1137961,566622,571339,818345,4510,238505,13.425288289676422,75.67626502311249,1008.324773835114,71.91327295047897
566,Chitradurga,KARNATAKA,1659456,840843,818613,1087392,5711,307257,14.29102220394736,76.57821957236843,973.5622464598029,65.52701608237881
567,Davanagere,KARNATAKA,1945497,986400,959097,1308540,7320,372671,14.330414586709884,75.91723841166937,972.3205596107056,67.25993409396159
562,Dharwad,KARNATAKA,1847023,937206,909817,1301664,15013,347962,15.343831376975173,75.13831264108359,970.7759019895306,70.47362160622797
561,Gadag,KARNATAKA,1064570,537147,527423,700177,3373,198064,15.507128256880746,75.64861302752298,981.8969481352405,65.77087462543562
579,Gulbarga,KARNATAKA,2566326,1301755,1264571,1427368,9752,404767,17.070459515951594,76.87503850385033,971.435485171941,55.61912243417243
574,Hassan,KARNATAKA,1776421,883667,892754,1225256,4851,400702,12.945098749999998,76.11049549999997,1010.2832854457617,68.9732895524203
564,Haveri,KARNATAKA,1597668,819128,778540,1085443,2456,295937,14.737582809224318,75.3961230607966,950.4497465597562,67.93920889696733
576,Kodagu,KARNATAKA,554519,274608,279911,412877,3308,113931,12.39684468085106,75.79336595744688,1019.311163549496,74.4567814628534
581,Kolar,KARNATAKA,1536401,776396,760005,1016219,5051,309494,13.312799881235172,78.01376947743476,978.8883507900607,66.14282339050807
560,Koppal,KARNATAKA,1389920,699926,689994,809085,2135,223166,15.651253271028034,76.1617048598131,985.8099284781534,58.210904224703576
573,Mandya,KARNATAKA,1805769,905085,900684,1149649,3367,391033,12.574901806239744,76.81570098522172,995.1374732759907,63.66534146947921
577,Mysore,KARNATAKA,3001127,1511600,1489527,1962180,28397,640868,12.248100259403367,76.52881802853437,985.3975919555438,65.38143837298455
559,Raichur,KARNATAKA,1928812,964511,964301,979769,5200,314547,16.050795353982295,76.87368606194688,999.7822730896796,50.79650064391967
568,Shimoga,KARNATAKA,1752753,877415,875338,1263016,8791,363835,14.063845885634592,75.17882078103197,997.6328191334774,72.058983781514
571,Tumkur,KARNATAKA,2678980,1350594,1328386,1813391,7971,562769,13.592467760074973,77.02297966260545,983.5568646092015,67.68960574547029
569,Udupi,KARNATAKA,1177361,562131,615230,926429,9070,224814,13.450404228534568,74.72009990316337,1094.4601881056194,78.68691081155228
598,Alappuzha,KERALA,2127789,1013142,1114647,1852797,28842,507913,9.542602965599087,76.38010796263319,1100.1883250324238,87.07616215705599
595,Ernakulam,KERALA,3282388,1619557,1662831,2855676,88737,771287,10.004879301987431,76.26957729035381,1026.7196523493772,86.99995247362591
596,Idukki,KERALA,1108974,552808,556166,923010,8250,244844,9.80480963855423,77.04586641566264,1006.0744417591641,83.23098647939446
589,Kannur,KERALA,2523003,1181446,1341557,2138434,32653,511167,11.941523076923056,75.35209891725934,1135.5212172202537,84.75748938863728
588,Kasaragod,KERALA,1307375,628613,678762,1037492,10378,237670,12.33310309912974,75.07768497134369,1079.7772238245154,79.35687924275744
600,Kollam,KERALA,2635375,1246968,1388407,2240273,31542,630767,8.929388820570157,76.6360775852431,1113.426326898525,85.00775032016317
597,Kottayam,KERALA,1974551,968289,1006262,1749798,37849,464039,9.643701174068417,76.46059673302705,1039.2165975240864,88.61751355118201
591,Kozhikode,KERALA,3086293,1470942,1615351,2615443,36791,641660,11.392924270557026,75.71158720159153,1098.1745031415242,84.74383345975252
592,Malappuram,KERALA,4112920,1960328,2152592,3311315,27909,730119,10.97329875666072,75.93910775606876,1098.0774645875588,80.51007556675063
593,Palakkad,KERALA,2809934,1359478,1450456,2239492,27162,587583,10.784926903553291,76.49980490693744,1066.9212741949484,79.69909613535407
601,Thiruvananthapuram,KERALA,3301427,1581678,1719749,2785408,71621,783872,8.537101759082221,76.88711502868073,1087.2940004223365,84.36981947503307
594,Thrissur,KERALA,3121200,1480763,1640437,2678548,56148,721625,10.458932647907687,76.12321940836945,1107.8322459434764,85.81789055491478
590,Wayanad,KERALA,817420,401684,415736,645585,4712,149864,11.715277464788736,76.07587007042254,1034.9827227372762,78.97837097208289
461,Anuppur,MADHYA PRADESH,749237,379114,370123,436595,1290,81338,23.18184220430107,81.86560000000007,976.2841783737873,58.27194866243926
459,Ashoknagar,MADHYA PRADESH,845071,443837,401234,469109,619,84720,24.63098846153845,77.82974493927134,904.0120584809288,55.51119373401762
457,Balaghat,MADHYA PRADESH,1701698,842178,859520,1147623,1712,277927,21.80020720640569,80.42170053380796,1020.5918463792689,67.43987476038639
441,Barwani,MADHYA PRADESH,1385881,699340,686541,549926,1158,181139,21.702135714285724,74.91004719710673,981.6984585466296,39.68060749804636
447,Betul,MADHYA PRADESH,1575362,799236,776126,939769,2109,230974,21.964626315789477,77.7873428189117,971.0848860661932,59.654162027521295
420,Bhind,MADHYA PRADESH,1703005,926843,776162,1094917,1166,107819,26.35951126187245,78.7618324287653,837.4255402479168,64.29323460588783
444,Bhopal,MADHYA PRADESH,2371061,1236130,1134931,1660690,40788,452912,23.480726143790854,77.39246623093679,918.1323970779772,70.03995257819179
467,Burhanpur,MADHYA PRADESH,757847,388504,369343,408679,986,112420,21.364567254408065,76.24460478589425,950.6800444783065,53.92632022030832
425,Chhatarpur,MADHYA PRADESH,1762375,936121,826254,943033,1880,176056,24.813637376460004,79.56449299191374,882.6358985643949,53.50921341939144
455,Chhindwara,MADHYA PRADESH,2090922,1064468,1026454,1294198,3588,344875,22.227966971713823,78.76413136439254,964.2882641845504,61.89604394616346
428,Damoh,MADHYA PRADESH,1264219,661873,602346,747715,1432,187731,23.76624407960196,79.47049303482588,910.0628066109359,59.1444203891889
422,Datia,MADHYA PRADESH,786754,420157,366597,491445,616,97696,25.90226439560441,78.63916571428574,872.5238422780056,62.46488737267304
437,Dewas,MADHYA PRADESH,1563715,805359,758356,925369,3518,270457,22.7851110021322,76.46088805970157,941.6372077545542,59.17759949862986
438,Dhar,MADHYA PRADESH,2185793,1112725,1073068,1077338,2388,349639,22.572681718963157,75.1105620736698,964.3604664225213,49.28819883676084
453,Dindori,MADHYA PRADESH,704524,351913,352611,378714,554,62372,22.83738437047757,81.04332966714911,1001.9834447718612,53.754591752729496
458,Guna,MADHYA PRADESH,1241519,649362,592157,653980,2482,144248,24.49043927178156,77.2235895968791,911.9058398859188,52.67579473209834
421,Gwalior,MADHYA PRADESH,2032036,1090327,941709,1357210,15779,306859,26.04074441964285,78.12782433035713,863.6941027783408,66.79064740978998
448,Harda,MADHYA PRADESH,570465,294838,275627,352550,986,95066,22.227659781121783,77.07022571819435,934.8421845216695,61.80046102740746
449,Hoshangabad,MADHYA PRADESH,1241350,648725,592625,810644,2871,198076,22.595268801996703,78.02168094841929,913.5226791013141,65.3034196640754
439,Indore,MADHYA PRADESH,3276697,1699627,1577070,2309130,48691,593576,22.680265752128648,75.9133801324502,927.8918256770456,70.47127030665331
451,Jabalpur,MADHYA PRADESH,2463289,1277278,1186011,1756468,20443,452023,23.18525572327043,79.98328754716981,928.5457042241392,71.30580293258323
464,Jhabua,MADHYA PRADESH,1025048,515023,510025,352081,744,125411,22.419578015397768,74.40921616766468,990.2955790323928,34.34775737331325
450,Katni,MADHYA PRADESH,1292042,662013,630029,790773,2179,172416,23.724416229116937,80.33819665871127,951.6867493538647,61.20335097465872
454,Mandla,MADHYA PRADESH,1054905,525272,529633,604962,912,143803,22.70348712446353,80.38600543633753,1008.3023652507652,57.347533664168814
433,Mandsaur,MADHYA PRADESH,1340411,682851,657560,834591,2324,239885,24.19278764044944,75.43588667736759,962.9626375300029,62.26381311403741
419,Morena,MADHYA PRADESH,1965970,1068417,897553,1179685,1781,131486,26.37313504531724,77.88447341389724,840.0774229537717,60.00523914403577
432,Neemuch,MADHYA PRADESH,826067,422653,403414,508834,1945,145258,24.70311893333336,75.06608186666664,954.4803893501288,61.59718279510016
426,Panna,MADHYA PRADESH,1016520,533480,483040,552559,653,76097,24.451325840092657,80.21133001158752,905.451000974732,54.35790737024357
446,Raisen,MADHYA PRADESH,1331597,700358,631239,820220,1141,194373,23.292518206521724,78.16305495923909,901.3090448028008,61.59671432122481
442,Rajgarh,MADHYA PRADESH,1545814,790212,755602,804245,1611,231130,23.785499026425583,76.66431223922116,956.201626905185,52.0272814193687
434,Ratlam,MADHYA PRADESH,1455069,738241,716828,825880,3644,213825,23.503562290502792,75.14895782122909,970.9945668149019,56.75882037209232
430,Rewa,MADHYA PRADESH,2365106,1225100,1140006,1441757,3406,251132,24.861184625158856,81.57572465057183,930.5411803118113,60.959508791572134
427,Sagar,MADHYA PRADESH,2378458,1256257,1122201,1545719,4546,366494,23.800318709677374,78.71940357771273,893.2893508255079,64.98828232409402
429,Satna,MADHYA PRADESH,2228935,1157495,1071440,1371781,3754,294702,24.62777621776502,80.75547048710598,925.6541064972203,61.54423525136444
445,Sehore,MADHYA PRADESH,1311332,683743,627589,780362,1566,212138,22.9297199679658,77.06780202883085,917.872650981436,59.509109821158944
456,Seoni,MADHYA PRADESH,1379131,695879,683252,864194,1182,228695,22.33230487804874,79.66053863928111,981.8546040331724,62.66221265420037
460,Shahdol,MADHYA PRADESH,1066063,540021,526042,604194,1733,113184,23.44859864559819,81.4596831828442,974.1139696419214,56.67526215617651
436,Shajapur,MADHYA PRADESH,1512681,780520,732161,894612,1382,232735,23.566620317220547,76.33555181268885,938.0425869932866,59.14082347831433
418,Sheopur,MADHYA PRADESH,687861,361784,326077,328025,273,74770,25.78014810996563,77.16911116838484,901.3029874179068,47.687686901859536
423,Shivpuri,MADHYA PRADESH,1726050,919795,806255,900846,1852,148128,25.37802451874367,77.74861600810549,876.5594507471774,52.19118797253846
462,Sidhi,MADHYA PRADESH,1127033,575912,551121,600785,837,102228,24.17547189952905,82.1053783359498,956.9534928947478,53.306779836970165
424,Tikamgarh,MADHYA PRADESH,1445166,760355,684811,747940,1090,132725,25.14099852104666,78.89357064846428,900.6464085854634,51.75460812114318
435,Ujjain,MADHYA PRADESH,1986864,1016289,970575,1240990,7501,323379,23.319288862745065,75.80383717647058,955.0187003893577,62.45973554304673
431,Umaria,MADHYA PRADESH,644758,330674,314084,356672,839,67975,23.59601063063061,80.90879477477475,949.829741679116,55.318739744214106
443,Vidisha,MADHYA PRADESH,1458875,769568,689307,862918,1926,181510,23.82838307984792,77.9013507604563,895.7064223044617,59.1495501670808
501,Akola,MAHARASHTRA,1813906,932334,881572,1411281,6163,314490,20.746310479041902,77.12122320359276,945.553846582877,77.80342531531403
503,Amravati,MAHARASHTRA,2888445,1480768,1407677,2251875,9438,512492,21.16520991810736,77.67583503184723,950.639803129187,77.96149831483721
235,Aurangabad,BIHAR,2540073,1318684,1221389,1466002,2362,44456,20.0979228832952,75.32072196796334,926.218108356513,57.71495543632014
515,Aurangabad,MAHARASHTRA,3701282,1924469,1776813,2503837,23258,589477,20.0979228832952,75.32072196796334,923.2744201127687,67.64783121091557
506,Bhandara,MAHARASHTRA,1200334,605520,594814,899860,2932,227025,21.211792649727748,80.10950199637024,982.3193288413264,74.9674673882436
523,Bid,MAHARASHTRA,2585049,1349106,1235943,1718507,5614,402052,18.952353340080982,75.69319706477731,916.1200083610925,66.4787011774245
500,Buldana,MAHARASHTRA,2586258,1337560,1248698,1879874,4767,423036,20.56680611183355,76.39017880364096,933.5641017973026,72.68702503771858
509,Chandrapur,MAHARASHTRA,2204307,1123834,1080473,1578615,8239,418666,20.095609090909075,79.31556380471388,961.4168996488805,71.61502458595831
498,Dhule,MAHARASHTRA,2050862,1054031,996831,1293916,6065,315332,21.274018690400517,74.58719071837263,945.7321463979712,63.09132452597981
507,Gondiya,MAHARASHTRA,1322507,661554,660953,1004243,2866,239981,21.225008411214997,80.17522698598128,999.0915329663187,75.93479656440381
512,Hingoli,MAHARASHTRA,1177345,606294,571051,790743,1221,159114,19.59525302245251,77.09239412780653,941.8714353102621,67.16323592489883
499,Jalgaon,MAHARASHTRA,4229917,2197365,2032552,2891882,14297,720791,20.8828943415638,75.55140421810695,924.9951646631306,68.36734621506758
514,Jalna,MAHARASHTRA,1959046,1011473,947573,1195523,3791,288895,19.984612534818933,75.98473607242339,936.8248089667248,61.02577479038267
530,Kolhapur,MAHARASHTRA,3876001,1980658,1895343,2825845,22269,770005,16.44881301587301,74.12897150793648,956.9259306755634,72.90619894060914
524,Latur,MAHARASHTRA,2454196,1273140,1181056,1650672,6217,381722,18.348687268993856,76.75812607802874,927.6717407355043,67.25917571375717
505,Nagpur,MAHARASHTRA,4653570,2384975,2268595,3673808,57964,917626,21.196556862745105,79.02166176470584,951.2028427970944,78.94601349071789
511,Nanded,MAHARASHTRA,3361292,1730075,1631217,2189425,7548,488748,19.209316983017,77.6829048951049,942.8591246044247,65.13641183211693
497,Nandurbar,MAHARASHTRA,1648295,833170,815125,906509,2579,186202,21.523175625248147,74.32638757443429,978.3417549839769,54.99676938897466
516,Nashik,MAHARASHTRA,6107187,3157186,2950001,4345366,45039,904710,20.266912871287143,74.03824168316828,934.3766886081467,71.15167752354725
525,Osmanabad,MAHARASHTRA,1657576,861535,796041,1137810,3209,240042,18.19459456066944,75.99495575313809,923.9798731334189,68.64300641418554
513,Parbhani,MAHARASHTRA,1836086,942870,893216,1157814,3982,272486,19.31032425249168,76.70163338870431,947.3373847932377,63.058810970727954
521,Pune,MAHARASHTRA,9429408,4924105,4505303,7171723,235018,1925019,18.51696171428573,74.12922881632647,914.9486048733729,76.05698045943076
403,Raigarh,CHHATTISGARH,1493984,750278,743706,951639,3342,297308,18.453257637845976,73.0090609418579,991.240580158288,63.6980717330306
520,Raigarh,MAHARASHTRA,2634200,1344345,1289855,1939994,38570,547206,18.453257637845976,73.0090609418579,959.4672498502988,73.64642016551515
528,Ratnagiri,MAHARASHTRA,1615069,761121,853948,1199392,7752,367352,17.210195070127703,73.25725893866404,1121.9608971503874,74.26258568519364
531,Sangli,MAHARASHTRA,2822143,1435728,1386415,2049467,13212,485126,17.154930181086502,74.70713822937628,965.6529649070019,72.62094798172878
527,Satara,MAHARASHTRA,3003741,1510842,1492899,2225694,14093,562653,17.6737908974359,74.18052064102558,988.1238408781329,74.09740054152472
529,Sindhudurg,MAHARASHTRA,849651,417332,432319,666067,3517,194228,16.170948049777163,73.51329008172343,1035.9114565861234,78.39301077736623
526,Solapur,MAHARASHTRA,4317756,2227852,2089904,2910676,15145,595560,17.837357937584812,75.42394823609216,938.080267450441,67.41177593175715
517,Thane,MAHARASHTRA,11060148,5865078,5195070,8227161,256170,2231800,19.698767747440264,72.79882742564581,885.7631560910188,74.38563209099914
504,Wardha,MAHARASHTRA,1300774,668385,632389,1019458,4313,266155,20.80743024390242,78.57259105691062,946.1448117477203,78.37318396585418
502,Washim,MAHARASHTRA,1197160,620302,576858,869917,1875,196022,20.282282394366213,77.25502394366208,929.9631469832436,72.66505730228207
510,Yavatmal,MAHARASHTRA,2772348,1419965,1352383,2022574,6094,446516,20.04258346738159,78.05326371760479,952.4058691587469,72.9552711275785
275,Bishnupur,MANIPUR,237399,118782,118617,156333,676,34364,24.50712111801243,93.8246236024845,998.6109006415114,65.85242566312411
280,Chandel,MANIPUR,144182,74579,69603,90302,184,18764,24.2635812987013,94.09443844155844,933.2788050255434,62.630564148090606
274,Churachandpur,MANIPUR,274143,138820,135323,195935,837,29894,24.30309718875504,93.38671506024085,974.8091053162369,71.4718230996232
272,Senapati,MANIPUR,479148,247323,231825,264477,256,22798,25.08465586034914,94.03366234413956,937.3370046457467,55.19735029677678
273,Tamenglong,MANIPUR,140651,72371,68280,85006,125,11541,24.98312942238265,93.49450740072204,943.4718326401459,60.43753688206981
276,Thoubal,MANIPUR,422168,210845,211323,269304,880,49507,24.545392553191498,93.97959893617023,1002.2670682254737,63.79071838699285
279,Ukhrul,MANIPUR,183998,94718,89280,129829,276,14026,25.05900314960629,94.44129566929138,942.5874701746236,70.56000608702269
294,East Garo Hills,MEGHALAYA,317917,161223,156694,192147,288,24550,25.82728228228228,90.64684924924916,971.9084745972968,60.439359958731366
298,East Khasi Hills,MEGHALAYA,825922,410749,415173,578030,5032,135941,25.303763888888884,91.75922519841272,1010.770567913738,69.98602773627533
299,Jaintia Hills,MEGHALAYA,395124,196285,198839,187527,510,41677,25.33959557069844,92.37608160136298,1013.0116921822861,47.46029094663954
295,South Garo Hills,MEGHALAYA,142334,73170,69164,82062,179,10940,25.240568578553614,90.64560349127176,945.2507858411917,57.654530892126964
293,West Garo Hills,MEGHALAYA,643291,324159,319132,358702,1630,51301,25.495285185185185,90.03709947089942,984.4921782211816,55.76045677617129
296,West Khasi Hills,MEGHALAYA,383461,193715,189746,230678,149,32873,25.500889926739926,91.25364542124538,979.5111374958057,60.15683472373984
283,Aizawl,MIZORAM,400309,199270,201039,340595,4019,79804,23.90781335453101,92.85359459459472,1008.8774025191951,85.08302336445097
284,Champhai,MIZORAM,125745,63388,62357,100802,186,23948,23.54166580976866,93.24221799485862,983.7350918154856,80.16382361127678
282,Kolasib,MIZORAM,83955,42918,41037,65895,367,14853,24.2020004347826,92.73470391304348,956.1722354256955,78.48847596926926
287,Lawngtlai,MIZORAM,117894,60599,57295,62861,162,9283,22.36102843137253,92.66964156862753,945.477648146009,53.31993146385736
286,Lunglei,MIZORAM,161428,82891,78537,121122,482,26394,23.007717036172675,92.63512555425892,947.4731876802065,75.03159303218773
281,Mamit,MIZORAM,86364,44828,41536,60191,90,12158,23.73852942502819,92.4330803833147,926.5637547961095,69.69454865453199
288,Saiha,MIZORAM,56574,28594,27980,42233,168,7400,22.35744801061008,93.02827931034489,978.5269636986781,74.650899706579
285,Serchhip,MIZORAM,64937,32851,32086,54476,131,12315,23.263864705882344,92.914158496732,976.713037654866,83.89054006190617
265,Dimapur,NAGALAND,378811,197394,181417,278037,3303,71413,25.814176811594223,93.75074057971014,919.0603564444715,73.39728782955089
270,Kohima,NAGALAND,267988,138966,129022,197489,1928,50724,25.60311428571428,93.78600657596373,928.4429284861045,73.69322506977925
262,Mokokchung,NAGALAND,194622,101092,93530,159494,537,40154,26.478911764705888,94.522426006192,925.1968503937009,81.95065306080505
261,Mon,NAGALAND,250260,131753,118507,119626,178,14398,26.69207374301676,95.03072988826828,899.4633898279357,47.80068728522337
266,Phek,NAGALAND,163418,83743,79675,105893,170,36182,25.63272986577182,94.56814563758392,951.4228054882199,64.79885936677722
267,Tuensang,NAGALAND,196596,101933,94663,117511,155,24998,26.21104453280316,94.85809880715708,928.6786418529819,59.77283362835459
264,Wokha,NAGALAND,166343,84505,81838,128208,198,25268,26.202611551155112,94.1990815181518,968.4397372936513,77.07447863751405
263,Zunheboto,NAGALAND,140757,71217,69540,102881,261,28846,26.028178205128206,94.50026666666668,976.4522515691478,73.09121393607423
377,Baleshwar,ORISSA,2320529,1185787,1134742,1621232,7370,296834,21.48570932311624,87.08085828011933,956.9526398923247,69.8647592854905
378,Bhadrak,ORISSA,1506337,760260,746077,1094140,2637,164636,20.95262735257214,86.81496204516931,981.3445400257806,72.635804604149
381,Cuttack,ORISSA,2624470,1352760,1271710,2011469,15046,349587,20.407640646029623,85.7776810228802,940.0854549217895,76.64286503560719
383,Dhenkanal,ORISSA,1192811,612593,580218,829910,1810,117172,20.79887159353349,85.53226836027711,947.1508815804294,69.57598479557952
389,Gajapati,ORISSA,577817,282882,294935,262537,635,63112,19.121080882352945,84.14015091911759,1042.6078718334852,45.436011747664054
388,Ganjam,ORISSA,3529031,1779218,1749813,2210050,9049,405298,19.2632617564534,84.80297710437702,983.4730763740025,62.62483950976912
371,Jharsuguda,ORISSA,579505,296690,282815,405879,2498,81433,21.827058566978184,83.93581682242987,953.2340153021672,70.03891252016807
395,Kalahandi,ORISSA,1576869,787101,789768,802036,1953,91171,19.784253092783523,83.1124043814433,1003.3883834476134,50.86256372596583
390,Kandhamal,ORISSA,733110,359945,373165,399786,768,28736,20.092878624813142,84.02216352765326,1036.7278334189946,54.53288046814257
379,Kendrapara,ORISSA,1440361,717814,722547,1089265,1628,173107,20.606319815982264,86.83763247572003,1006.5936301047346,75.62444414976524
386,Khordha,ORISSA,2251673,1167137,1084536,1749936,35701,349860,20.054162322274863,85.52234834123229,929.2276742147666,77.7171463174271
398,Koraput,ORISSA,1379647,678809,700838,568090,3988,85766,18.82627794779476,82.81278469846964,1032.4524277079415,41.17647485190052
399,Malkangiri,ORISSA,613192,303624,309568,244706,448,24604,18.25227930367506,81.98293636363628,1019.5768450451874,39.906913332202635
376,Mayurbhanj,ORISSA,2519738,1256213,1263525,1369397,2950,140189,21.897621545157754,86.4030408052231,1005.8206689470654,54.34680113567363
385,Nayagarh,ORISSA,962789,502636,460153,688362,1163,124984,20.192895622119817,85.05614700460825,915.4795915931211,71.49666230087797
394,Nuapada,ORISSA,610382,301962,308420,299383,757,43976,20.471309512195116,82.59152536585364,1021.3867970141939,49.048464731921975
