District code,District name,State name,Population,Male,Female,Literate,Households_with_Internet,Housholds_with_Electric_Lighting,Latitude,Longitude,Sex Ratio,Literacy Rate
387,Puri,ORISSA,1698730,865380,833350,1291939,3416,201605,19.83509174603177,85.86698989898981,962.987358154799,76.05322799974098
396,Rayagada,ORISSA,967911,471960,495951,407735,1553,61543,19.292840020060204,83.45860120361095,1050.8326976862445,42.125257384201646
372,Sambalpur,ORISSA,1041099,526877,514222,703691,5231,126498,21.515752380952385,84.34958483245157,975.9811113409771,67.59117048426711
374,Sundargarh,ORISSA,2093437,1061147,1032290,1342322,12787,223537,22.06354819277107,84.50524819277099,972.8058412265219,64.12048702683673
637,Karaikal,PONDICHERRY,200222,97809,102413,154916,1868,47880,10.876161726078813,79.82369793621002,1047.071332903925,77.3721169501853
636,Mahe,PONDICHERRY,41816,19143,22673,36470,574,7150,12.006420793787758,75.28275021570326,1184.4016089432168,87.21541993495313
634,Yanam,PONDICHERRY,55626,27301,28325,39274,207,12859,16.707695652173904,82.26187304347832,1037.5077835976706,70.60367454068242
49,Amritsar,PUNJAB,2490656,1318408,1172248,1684770,29961,461231,31.548679820627772,74.79883856502238,889.1390222146711,67.6436248120977
46,Bathinda,PUNJAB,1388525,743197,645328,844868,11284,255650,30.190524611973352,75.05685898004438,868.313515797292,60.84643776669487
45,Faridkot,PUNJAB,617508,326671,290837,381285,4348,113549,30.591187250996025,74.79751553784862,890.3055367632878,61.745758759400694
40,Fatehgarh Sahib,PUNJAB,600163,320795,279368,426033,5138,113683,30.64290947368421,76.36208394736842,870.8614535762714,70.98621541147988
43,Firozpur,PUNJAB,2029074,1071637,957437,1227511,10042,349662,30.63407535211269,74.40245732394365,893.434063960091,60.49611793359927
35,Gurdaspur,PUNJAB,2298323,1212617,1085706,1634719,14428,411216,32.04283371212125,75.3204064393939,895.3412330521509,71.12659969899792
38,Hoshiarpur,PUNJAB,1586625,809057,777568,1199699,13747,319930,31.55157169811319,75.8469857442349,961.0793800684006,75.61326715512487
37,Jalandhar,PUNJAB,2193590,1145211,1048379,1622537,39082,446200,31.250336907216507,75.54400350515463,915.4461492249027,73.96719532820627
36,Kapurthala,PUNJAB,815168,426311,388857,576567,9732,161206,31.336592638036837,75.47641165644177,912.1439512468596,70.72983728507498
41,Ludhiana,PUNJAB,3498739,1867816,1630923,2560225,58589,703624,30.76596397379912,75.83110851528383,873.1711260638093,73.17564985556224
47,Mansa,PUNJAB,769751,408732,361019,423560,2673,140099,29.919547714285724,75.4304922857143,883.2658074239355,55.025586196055606
42,Moga,PUNJAB,995746,525920,469826,627889,7897,183396,30.756540067340065,75.1600845117845,893.3411925768178,63.057145095235136
44,Muktsar,PUNJAB,901896,475622,426274,524848,4571,166585,30.31243303303303,74.5518747747748,896.2453376841273,58.19384940170485
48,Patiala,PUNJAB,1895686,1002522,893164,1266791,24274,352929,30.214540380693364,76.27505893949697,890.9171070560049,66.82493830729351
51,Rupnagar,PUNJAB,684627,357485,327142,502731,6600,129123,30.910937330754347,76.53743500967126,915.1209141642307,73.43137211941685
53,Sangrur,PUNJAB,1655169,878029,777140,1002077,10736,305557,30.185045204336895,75.89437014178496,885.0960503582455,60.54227695177955
119,Ajmer,RAJASTHAN,2583052,1324085,1258967,1526673,13499,393498,26.199300378787903,74.6990419191919,950.8203778458331,59.10345591184382
104,Alwar,RAJASTHAN,3674179,1939026,1735153,2182476,9750,485723,27.55271738035265,76.65359630562563,894.8580369732019,59.40037216477477
125,Banswara,RAJASTHAN,1797485,907754,889731,829343,2324,120603,23.453642032967014,74.44246868131869,980.1455019752048,46.13907765572453
128,Baran,RAJASTHAN,1222755,633945,588810,693307,1363,161310,24.98023243243244,76.86210651828291,928.8029718666446,56.70040196114512
115,Barmer,RAJASTHAN,2603751,1369022,1234729,1188322,2766,126494,25.77070908045978,71.50297126436782,901.905886099712,45.63884949060029
105,Bharatpur,RAJASTHAN,2548462,1355726,1192736,1480869,4179,288723,27.32411858037578,77.21752077244258,879.7765920252323,58.108341423179944
122,Bhilwara,RAJASTHAN,2408523,1220736,1187787,1256126,6207,373644,25.45119767759564,74.63947595628417,973.0089061025479,52.15337366510513
101,Bikaner,RAJASTHAN,2363937,1240801,1123136,1278801,7607,220793,28.12489068322981,73.26943322981371,905.170128006022,54.09623860534354
121,Bundi,RAJASTHAN,1110906,577160,533746,585044,1392,136969,25.48580716049379,75.79984074074079,924.7799570309793,52.66368171564471
126,Chittaurgarh,RAJASTHAN,1544338,783171,761167,821825,4941,268172,24.631623761665463,74.80010997846382,971.903964779084,53.215358295917085
102,Churu,RAJASTHAN,2039547,1051446,988101,1149269,2577,231696,28.29330375536484,74.65846427038629,939.7543953755114,56.34922852966859
109,Dausa,RAJASTHAN,1634409,857787,776622,938051,1719,195277,26.91234817629181,76.57342097264443,905.378607976106,57.39389589753849
106,Dhaulpur,RAJASTHAN,1206516,653647,552869,683098,1330,96086,26.72397054945053,77.74476219780222,845.821980365549,56.617400846735556
124,Dungarpur,RAJASTHAN,1388552,696532,692020,681591,1477,141275,23.75104807692308,73.84765641025645,993.5221928066478,49.086458411352254
99,Ganganagar,RAJASTHAN,1969168,1043340,925828,1193343,6295,283142,29.256785412667963,73.56192303262948,887.3694097801292,60.6013808877658
100,Hanumangarh,RAJASTHAN,1774692,931184,843508,1034136,3360,243163,29.1813351791531,74.74632573289902,905.8446021409302,58.271294399253506
110,Jaipur,RAJASTHAN,6626178,3468507,3157671,4300965,76565,990085,27.033459290187885,75.77117286012533,910.3833436115308,64.90868491610095
114,Jaisalmer,RAJASTHAN,669919,361708,308211,308653,754,43141,26.86900838548185,71.18371877346682,852.0989306291262,46.07318198170226
116,Jalor,RAJASTHAN,1828730,936634,892096,829582,1585,161845,25.07578093797277,72.18647261724662,952.4488754412076,45.36383173021715
129,Jhalawar,RAJASTHAN,1411129,725143,685986,739792,1750,220428,24.24725541474657,76.11242891705065,946.0009956656825,52.42554011716859
103,Jhunjhunun,RAJASTHAN,2137045,1095896,1041149,1370360,4828,297559,28.13517401247401,75.52840893970894,950.0436172775519,64.12405915645202
113,Jodhpur,RAJASTHAN,3687165,1923928,1763237,2031532,19335,408808,26.678460838536967,73.00450847457628,916.4776436540245,55.09739867893083
107,Karauli,RAJASTHAN,1458248,783639,674609,805849,1059,132079,26.51901555555556,76.96081818181815,860.8670574078116,55.26145072717398
127,Kota,RAJASTHAN,1951014,1021161,929853,1298345,12843,339899,25.175718080000014,76.18618928000001,910.5841292411285,66.5471903328218
112,Nagaur,RAJASTHAN,3307743,1696325,1611418,1758624,4449,347344,27.07862016048146,74.14215667001012,949.9465019969641,53.16688751211929
118,Pali,RAJASTHAN,2037573,1025422,1012151,1085693,4043,326793,25.80490393541874,73.55285640766907,987.0580112383,53.28363695435697
123,Rajsamand,RAJASTHAN,1156597,581339,575258,619139,1989,193276,25.24894767441859,73.96570215946844,989.5396661844466,53.53109164211908
108,Sawai Madhopur,RAJASTHAN,1335551,704031,631520,741748,1887,140947,26.251081180223288,76.4219283891548,897.005955703655,55.53872521528568
111,Sikar,RAJASTHAN,2677333,1374990,1302343,1652117,5647,339457,27.64644058641976,75.29317422839503,947.1654339304287,61.7075649536311
117,Sirohi,RAJASTHAN,1036346,534231,502115,476806,2146,134089,24.7976905263158,72.75309131578943,939.8836832755868,46.008379440843115
120,Tonk,RAJASTHAN,1421326,728136,693190,749659,1908,158264,26.153935071707927,75.79192216427637,952.0062186184999,52.743635168849366
130,Udaipur,RAJASTHAN,3068420,1566801,1501619,1582629,14211,357846,24.44076752136749,73.84029839743584,958.3980352322982,51.57797824287418
93,East,NCT OF DELHI,1709346,907500,801846,1352998,80037,352758,27.29600352941175,88.74908392156858,883.5768595041322,79.15296259505097
616,Ariyalur,TAMIL NADU,754894,374703,380191,480604,1749,177502,11.190514836795256,79.22249643916912,1014.6462665097424,63.66509735141622
603,Chennai,TAMIL NADU,4646732,2335844,2310888,3776276,217368,1096334,13.058098905608748,80.28139151846806,989.3160673401135,81.267350903818
632,Coimbatore,TAMIL NADU,3458045,1729297,1728748,2635907,63273,896325,10.871376995940452,77.07619012178621,999.682529952923,76.22535276435094
617,Cuddalore,TAMIL NADU,2605914,1311697,1294217,1815281,15396,598412,11.57587300613498,79.63002365371497,986.6737516362391,69.66005017817164
630,Dharmapuri,TAMIL NADU,1506843,774303,732540,917709,3651,337972,12.300141200000006,78.11509813333339,946.0637502373102,60.902761601573616
612,Dindigul,TAMIL NADU,2159775,1080938,1078837,1481834,9155,500057,10.377801390820574,77.78011279554937,998.0563177536546,68.61057286059891
610,Erode,TAMIL NADU,2251744,1129868,1121876,1492662,18604,595211,11.267012155963302,77.42034334862392,992.9266073559036,66.28915187516876
604,Kancheepuram,TAMIL NADU,3998252,2012958,1985294,3013382,100322,961161,12.496424756511884,80.08820360135913,986.2570406337339,75.36748559120335
629,Kanniyakumari,TAMIL NADU,1870374,926345,944029,1548738,15673,465692,8.183466300191206,77.32053064053538,1019.090079829869,82.8036531731087
613,Karur,TAMIL NADU,1064493,528184,536309,727044,4915,264949,10.79532776617955,78.08749686847604,1015.3828968692728,68.29955669036809
623,Madurai,TAMIL NADU,3038252,1526475,1511777,2273430,34097,754141,9.904313833333331,78.01366033333332,990.3712802371477,74.82690705050142
618,Nagapattinam,TAMIL NADU,1616450,798127,818323,1213008,5585,381940,10.789468161718286,79.79437299431483,1025.3042435602354,75.0414797859507
609,Namakkal,TAMIL NADU,1726601,869280,857321,1176131,8960,441044,11.33766638477801,78.14624841437633,986.2426375851279,68.11828557958671
615,Perambalur,TAMIL NADU,565223,282157,283066,375823,1507,135751,11.260137758112096,78.86034011799416,1003.2216106635667,66.49110174214425
621,Pudukkottai,TAMIL NADU,1618345,803188,815157,1110545,4494,354493,10.130514816433578,79.05444484265728,1014.9018660637361,68.62226533897284
626,Ramanathapuram,TAMIL NADU,1353445,682658,670787,978946,5172,291400,9.31286995153476,78.99185362412462,982.610619080125,72.32994321897085
608,Salem,TAMIL NADU,3482056,1781571,1700485,2285562,20660,835377,11.629324202127655,78.2478257978723,954.4862371468777,65.63828956225862
622,Sivaganga,TAMIL NADU,1339101,668672,670429,959744,5773,314270,9.960306580645158,78.56535729032255,1002.6275961906586,71.67077016595462
620,Thanjavur,TAMIL NADU,2405890,1182416,1223474,1790998,13495,555582,10.387692255892237,79.3194869107745,1034.7238197047402,74.44222304427883
624,Theni,TAMIL NADU,1245899,625683,620216,870080,4667,312310,9.924066666666668,77.43458833333332,991.2623485055532,69.83551636208072
602,Thiruvallur,TAMIL NADU,3728104,1876062,1852042,2791721,75634,909400,13.275858101752885,80.19724702864492,987.1965851874832,74.88313094269903
619,Thiruvarur,TAMIL NADU,1264277,626693,637584,946471,4416,303114,10.368927409395978,79.60322893959727,1017.378525051341,74.86262899665184
606,Tiruvannamalai,TAMIL NADU,2464875,1235889,1228986,1626813,6445,549077,12.419318947368414,79.23265631578953,994.4145469374677,65.9998174349612
605,Vellore,TAMIL NADU,3936331,1961688,1974643,2773928,20623,865913,12.784882632293078,79.02643283582084,1006.6040063455555,70.46988680575896
625,Virudhunagar,TAMIL NADU,1942288,967709,974579,1398788,10219,505950,9.468872195892564,77.87641469194315,1007.0992416108562,72.01753807880192
291,Dhalai,TRIPURA,378230,194544,183686,276217,273,46875,23.781360477941163,91.94654283088232,944.1874331770705,73.0288448827433
292,North Tripura,TRIPURA,693947,352860,341087,520402,997,81601,24.121739755351683,92.17842538226292,966.6354928300176,74.99160598720074
290,South Tripura,TRIPURA,876001,447544,428457,646810,948,133744,23.211874098057383,91.6065807585568,957.3516793879484,73.83667370242728
289,West Tripura,TRIPURA,1725739,879428,846311,1361354,6394,314567,23.780166241299337,91.41310788863107,962.3425681238259,78.88527755355823
146,Agra,UTTAR PRADESH,4418797,2364953,2053844,2680510,27183,536402,26.99512974910393,78.05278291517321,868.4502398144909,60.66153299189803
143,Aligarh,UTTAR PRADESH,3673889,1951996,1721893,2092567,13634,268120,27.93748576850093,78.00146831119557,882.1191231949246,56.957817723943215
175,Allahabad,UTTAR PRADESH,5954391,3131807,2822584,3665727,24122,391542,25.392038662316445,82.05172446982063,901.2637113334251,61.56342437035123
178,Ambedkar Nagar,UTTAR PRADESH,2397888,1212410,1185478,1486939,2509,99581,26.39119025974028,82.68282142857147,977.7863923920125,62.010360784156724
162,Auraiya,UTTAR PRADESH,1379545,740040,639505,930836,2404,65479,26.66892394014961,79.42637057356607,864.1492351764769,67.47413096346983
191,Azamgarh,UTTAR PRADESH,4613913,2285004,2328909,2771917,6652,183381,26.008290954773837,83.01220251256285,1019.2144083774033,60.077357332051996
139,Baghpat,UTTAR PRADESH,1303048,700070,602978,797970,2989,119121,29.045793499999988,77.30266300000001,861.3110117559672,61.23872643218055
180,Bahraich,UTTAR PRADESH,3487731,1843884,1643847,1398368,2681,85814,27.691776300578027,81.46779783237004,891.5132405292306,40.09391779354543
193,Ballia,UTTAR PRADESH,3239774,1672902,1566872,1963590,4672,119972,25.86075638297873,84.03651978723408,936.6191205462126,60.608857284489595
182,Balrampur,UTTAR PRADESH,2148665,1114721,1033944,868357,1551,57400,27.449076537911324,82.47158326180256,927.5361278741497,40.413791819571685
170,Banda,UTTAR PRADESH,1799410,965876,833534,1002937,1655,73522,25.351885902503284,80.52487391304344,862.9824118209791,55.73699156945888
176,Bara Banki,UTTAR PRADESH,3260699,1707073,1553626,1692458,3159,108116,26.922777025232424,81.35762350597606,910.1110497324953,51.90476029832867
150,Bareilly,UTTAR PRADESH,4448359,2357665,2090694,2191759,15164,272830,28.51101940789474,79.43187072368416,886.7646591012718,49.271180675840235
185,Basti,UTTAR PRADESH,2464464,1255272,1209192,1393783,3423,108101,26.833880454545447,82.69790590909092,963.2908246180908,56.55521849781535
134,Bijnor,UTTAR PRADESH,3682713,1921215,1761498,2135393,7303,268353,29.313974259681096,78.45098815489754,916.8666703101943,57.984236078130444
142,Bulandshahr,UTTAR PRADESH,3499171,1845260,1653911,2031656,7865,223922,28.34875862068968,78.01082758620684,896.3024180874239,58.0610664640282
196,Chandauli,UTTAR PRADESH,1952756,1017905,934851,1174606,3492,99602,25.1180859611231,83.25307062634984,918.4069240253266,60.15119144429719
171,Chitrakoot,UTTAR PRADESH,991730,527721,464009,531072,827,41046,25.159924623803,81.07666087551297,879.2695382598001,53.55005898782935
190,Deoria,UTTAR PRADESH,3100946,1537436,1563510,1875239,4469,150001,26.42218856548857,83.8244070686071,1016.959405139466,60.47312658782191
201,Etah,UTTAR PRADESH,1774480,947339,827141,1055202,2635,69591,27.591155309734443,78.70021858407083,873.1203930166498,59.4654208556873
161,Etawah,UTTAR PRADESH,1581810,845856,735954,1062003,2964,113098,26.78817670157068,79.07621806282728,870.0700828509817,67.13846795759288
177,Faizabad,UTTAR PRADESH,2470996,1259628,1211368,1450901,4746,127754,26.60589185185181,82.00783530864202,961.687101271169,58.71725409510983
159,Farrukhabad,UTTAR PRADESH,1885204,1006240,878964,1092677,2624,88081,27.45063297872342,79.4406284574468,873.5132771505804,57.96067693469779
172,Fatehpur,UTTAR PRADESH,2632733,1384722,1248011,1512166,3385,75263,25.8374362030905,80.85416203090509,901.2718798430299,57.437119525603244
147,Firozabad,UTTAR PRADESH,2498156,1332046,1166110,1521806,5834,196080,27.20963993055552,78.42660624999998,875.4277254689403,60.91717250644075
141,Gautam Buddha Nagar,UTTAR PRADESH,1648115,890214,757901,1122947,53181,257586,28.393311038961038,77.52462467532465,851.369445998378,68.13523328165813
140,Ghaziabad,UTTAR PRADESH,4681645,2488834,2192811,3123264,78116,695130,28.74997308584685,77.67441879350343,881.0595644386085,66.71296093573946
195,Ghazipur,UTTAR PRADESH,3620268,1855075,1765193,2197549,5309,105767,25.624724775583484,83.5360854578097,951.5480506178995,60.70127957377741
183,Gonda,UTTAR PRADESH,3433919,1787146,1646773,1679994,4313,104084,27.157215552099505,82.0226888024882,921.454094964821,48.92351858037421
188,Gorakhpur,UTTAR PRADESH,4440895,2277777,2163118,2700328,14597,296619,26.63315886792452,83.3549560377358,949.6618852503999,60.805941144746726
28,Hamirpur,HIMACHAL PRADESH,454768,217070,237698,358091,2521,104120,25.738158381502892,79.82619479768789,1095.0292532362832,78.74146817718045
168,Hamirpur,UTTAR PRADESH,1104285,593537,510748,653299,1196,55929,25.738158381502892,79.82619479768789,860.5158566357278,59.16036168199332
155,Hardoi,UTTAR PRADESH,4092845,2191442,1901403,2221601,3845,95508,27.337409090909137,80.26411767676768,867.6492464778898,54.28011566526463
165,Jalaun,UTTAR PRADESH,1689974,906092,783882,1075196,2217,104176,26.067954587155988,79.36686911314993,865.1240712863595,63.622043889432625
194,Jaunpur,UTTAR PRADESH,4494204,2220465,2273739,2731677,8002,181467,25.70141280913127,82.54315351934063,1023.9922718889962,60.782220833767234
166,Jhansi,UTTAR PRADESH,1998603,1057436,941167,1304513,8517,183340,25.45581535234902,78.89954580536917,890.0463006744617,65.27124196251081
137,Jyotiba Phule Nagar,UTTAR PRADESH,1840221,963449,876772,983110,2825,89329,28.870498984771597,78.39009365482241,910.0346774972002,53.42347468048675
160,Kannauj,UTTAR PRADESH,1656616,881776,774840,1017087,2488,61491,26.993988617886185,79.64437940379408,878.7265700132459,61.3954591770211
163,Kanpur Dehat,UTTAR PRADESH,1796184,963255,832929,1170243,2682,49753,26.43047641196011,79.98710083056478,864.7024931093013,65.15162143744739
174,Kaushambi,UTTAR PRADESH,1599596,838485,761111,813424,1503,43753,25.53587532051282,81.41811282051287,907.7216646690161,50.851840089622634
189,Kushinagar,UTTAR PRADESH,3564544,1818055,1746489,1954820,3486,127331,26.892530675909864,83.92261542461007,960.6359543578164,54.84067527291009
167,Lalitpur,UTTAR PRADESH,1221592,641011,580581,641191,1079,77082,24.58877161016945,78.60082330508473,905.727046805749,52.48814661523651
157,Lucknow,UTTAR PRADESH,4589838,2394476,2195362,3127260,68506,582769,26.838233589251463,80.89706026871404,916.8444369457034,68.13443088841044
169,Mahoba,UTTAR PRADESH,875958,466358,409600,488106,1316,42936,25.34529670138888,79.67863003472216,878.2952152638102,55.72253464207188
148,Mainpuri,UTTAR PRADESH,1868529,993377,875152,1203885,2642,79022,27.17386862302482,79.03501851015807,880.986775413564,64.42955929503904
145,Mathura,UTTAR PRADESH,2547184,1367125,1180059,1507746,8726,281239,27.59390432801821,77.62153416856502,863.1683276949803,59.19266138606398
192,Mau,UTTAR PRADESH,2205968,1114709,1091259,1363044,2656,149908,26.01082203791469,83.50582654028433,978.9631195226737,61.788928941852284
138,Meerut,UTTAR PRADESH,3443689,1825743,1617946,2141488,23717,425624,29.02957625698323,77.80611005586593,886.1849668874535,62.18587102377712
199,Mirzapur,UTTAR PRADESH,2496970,1312302,1184668,1428683,4447,145997,25.10207959183675,82.60126628571429,902.7403753099516,57.216666599919094
135,Moradabad,UTTAR PRADESH,4772006,2503186,2268820,2263848,11690,281758,28.851770406189537,78.73580193423597,906.3729183528511,47.44017505426439
133,Muzaffarnagar,UTTAR PRADESH,4143512,2193434,1950078,2417339,10077,368153,29.470507977736563,77.64017847866423,889.0525085322831,58.34034027173084
151,Pilibhit,UTTAR PRADESH,2031007,1072002,959005,1061095,2870,83006,28.52024175035868,79.90103974175037,894.5925474019638,52.24477315932441
131,Pratapgarh,RAJASTHAN,867848,437744,430104,401515,716,71612,25.864842731707316,81.93530048780492,982.5468767133302,46.26559028770015
173,Pratapgarh,UTTAR PRADESH,3209141,1606085,1603056,1931559,5149,140538,25.864842731707316,81.93530048780492,998.1140475130519,60.18928429757371
158,Rae Bareli,UTTAR PRADESH,3405559,1752542,1653017,1965843,5184,247856,26.253902840059787,81.22260463378181,943.2110614182142,57.72453215463306
136,Rampur,UTTAR PRADESH,2335819,1223889,1111930,1043666,3847,131112,28.83244727272725,79.10977333333337,908.5219329530701,44.68094488485623
132,Saharanpur,UTTAR PRADESH,3466382,1834106,1632276,2077108,9699,404499,30.03381165217392,77.59905147826095,889.9572870924582,59.92149739988264
186,Sant Kabir Nagar,UTTAR PRADESH,1715183,869656,845527,954949,2031,79525,26.791596516393444,83.0387764344262,972.2545466253323,55.67621647369406
152,Shahjahanpur,UTTAR PRADESH,3006538,1606403,1400135,1490930,3889,115163,27.991389350649328,79.8302275324675,871.5963553354917,49.589594410581206
154,Sitapur,UTTAR PRADESH,4483992,2375264,2108728,2283733,3874,102040,27.501995963091108,80.85288881199547,887.7867891737508,50.93080005495103
200,Sonbhadra,UTTAR PRADESH,1862559,971344,891215,985708,5149,95582,24.46693268858798,83.06816324951639,917.5070829695761,52.92224300008751
179,Sultanpur,UTTAR PRADESH,3797117,1914586,1882531,2239902,5956,233701,26.2846386419753,82.05710456790123,983.2574770733726,58.9895439092343
156,Unnao,UTTAR PRADESH,3108367,1630087,1478280,1773584,3476,99466,26.63163990895297,80.636773292868,906.8718418096703,57.05838467594078
197,Varanasi,UTTAR PRADESH,3676841,1921857,1754984,2403903,19214,336056,25.36057088888889,82.82529666666672,913.1709591296334,65.37957447711229
64,Almora,UTTARAKHAND,622506,291081,331425,436497,1830,109876,29.683532133676103,79.50165064267351,1138.6005957104724,70.11932415109253
63,Bageshwar,UTTARAKHAND,259898,124326,135572,179483,435,47083,29.98703393393397,79.83954354354357,1090.4557373357143,69.0590154599112
57,Chamoli,UTTARAKHAND,391605,193991,197614,280556,899,71524,30.58338611464965,79.56281095541402,1018.6761241500894,71.6425990475096
65,Champawat,UTTARAKHAND,259648,131125,128523,177726,548,37725,29.29142393939393,80.07720212121217,980.1563393708293,68.44882302193739
62,Pithoragarh,UTTARAKHAND,483439,239306,244133,345550,1344,95421,30.14720631868129,80.34229230769236,1020.1708273089685,71.47747699296086
59,Tehri Garhwal,UTTARAKHAND,618931,297986,320945,407994,1366,117239,30.463700918635173,78.48783792650917,1077.047243830247,65.91914122898999
67,Udham Singh Nagar,UTTARAKHAND,1648902,858783,790119,1037839,7883,254802,29.02779577677222,79.45629004524895,920.0449939041644,62.94121785284996
56,Uttarkashi,UTTARAKHAND,330086,168597,161489,215126,602,52621,30.968958552036234,78.56880615384617,957.8402937181563,65.17271256581618
339,Bankura,WEST BENGAL,3596674,1838095,1758579,2232992,4273,334670,23.081280892857155,87.12640053571437,956.7399943963724,62.08491511880143
335,Barddhaman,WEST BENGAL,7717563,3966889,3750674,5247208,32323,1049943,23.444453888888884,87.8150581111111,945.4950718308478,67.99047834141425
334,Birbhum,WEST BENGAL,3502404,1790920,1711484,2158447,5210,333752,24.06389342723,87.65153089201888,955.6451432783151,61.62758493880204
331,Dakshin Dinajpur,WEST BENGAL,1676276,857199,819077,1083685,2518,168069,25.342094363021435,88.69821679819614,955.5272462987008,64.64836339600399
327,Darjiling,WEST BENGAL,1846823,937259,909564,1315585,10943,297176,26.839619571045585,88.33145067024122,970.4510706218879,71.23503443481049
341,Haora,WEST BENGAL,4850029,2500819,2349210,3605206,30751,796953,22.401674174428507,87.99421176968654,939.3762603371135,74.33369986035136
338,Hugli,WEST BENGAL,5519145,2814653,2704492,4078388,31725,965258,22.87929264705881,88.00010264705891,960.8616053204428,73.89528631699294
328,Jalpaiguri,WEST BENGAL,3872846,1983064,1889782,2498780,9322,382500,26.62642031250004,89.04154375000003,952.9606709617037,64.5205102397565
342,Kolkata,WEST BENGAL,4496694,2356766,2139928,3588137,136618,927602,22.550581481481483,88.3527648148148,907.9934113102446,79.79500050481532
332,Maldah,WEST BENGAL,3988845,2051541,1937304,2086432,5357,297716,25.08026802575105,88.17191684549356,944.3164918468605,52.30667022659442
333,Murshidabad,WEST BENGAL,7103807,3627564,3476243,4055834,7951,541169,24.25950655391121,88.16816860465121,958.2857807608632,57.09380899565543
336,Nadia,WEST BENGAL,5167600,2653768,2513832,3480555,12787,623729,23.56410971055088,88.58293034547152,947.268939862113,67.35341357690223
340,Puruliya,WEST BENGAL,2930115,1496996,1433119,1624905,3551,189889,23.254192328767108,86.3968532876713,957.3298793049547,55.455331957960695
330,Uttar Dinajpur,WEST BENGAL,3007134,1551066,1456068,1489667,2883,199307,26.044619165196977,88.23595232216337,938.7530898104917,49.53776585945289
